config_name,n_clusters,omega,n_train_trajectories,replicate,train_seeds,test_seeds,horizon,n_eval_starts,relative_association_error,association_r2,simplex_violation,train_closure_error,train_association_r2,fit_seconds
robust_tuned,25,4.0,1,1,1000,100 101 102,100,2103,0.2084504242530227,0.7533958647111748,0.07218797797078377,0.0036068377375244806,0.9956774438646708,0.10619187355041504
robust_tuned,25,4.0,1,1,1000,100 101 102,200,1803,0.20766576842411455,0.7514645171746576,0.05546916620433846,0.0036068377375244806,0.9956774438646708,0.10619187355041504
robust_tuned,25,4.0,1,2,2000,100 101 102,1,2400,0.0026780519215980963,0.9967668117056802,0.02046636547773457,0.0028966270359264807,0.996516127761791,0.12296700477600098
robust_tuned,25,4.0,1,2,2000,100 101 102,10,2373,0.018909866119321873,0.9772070704299676,0.08059769368933964,0.0028966270359264807,0.996516127761791,0.12296700477600098
robust_tuned,25,4.0,1,2,2000,100 101 102,50,2253,0.08843247462868453,0.8944283996487681,0.08467065730868466,0.0028966270359264807,0.996516127761791,0.12296700477600098
robust_tuned,25,4.0,1,2,2000,100 101 102,100,2103,0.19722221361169942,0.7660439514978025,0.07545626772545068,0.0028966270359264807,0.996516127761791,0.12296700477600098
robust_tuned,25,4.0,1,2,2000,100 101 102,200,1803,0.19543584809068204,0.7646307670618915,0.046508850988455315,0.0028966270359264807,0.996516127761791,0.12296700477600098
robust_tuned,25,4.0,2,0,0 1,100 101 102,1,2400,0.0037929144956371855,0.9954740825509353,0.026013034838440634,0.0035034240705527154,0.9958233531386093,0.3010587692260742
robust_tuned,25,4.0,2,0,0 1,100 101 102,10,2373,0.02038340539717557,0.9756975894126535,0.06510433447001548,0.0035034240705527154,0.9958233531386093,0.3010587692260742
robust_tuned,25,4.0,2,0,0 1,100 101 102,50,2253,0.09247358243395243,0.8905792489804253,0.13376252497603838,0.0035034240705527154,0.9958233531386093,0.3010587692260742
robust_tuned,25,4.0,2,0,0 1,100 101 102,100,2103,0.1867969416498054,0.780266069250905,0.09056905278885688,0.0035034240705527154,0.9958233531386093,0.3010587692260742
robust_tuned,25,4.0,2,0,0 1,100 101 102,200,1803,0.19045942197061427,0.7738576055774155,0.033693094594501205,0.0035034240705527154,0.9958233531386093,0.3010587692260742
robust_tuned,25,4.0,2,1,1000 1001,100 101 102,1,2400,0.0024104595674228624,0.9971056224369492,0.021131442466341153,0.002614558247199329,0.996858859446534,0.25882387161254883
robust_tuned,25,4.0,2,1,1000 1001,100 101 102,10,2373,0.015332575433438002,0.9816086372034143,0.04938116874300829,0.002614558247199329,0.996858859446534,0.25882387161254883
robust_tuned,25,4.0,2,1,1000 1001,100 101 102,50,2253,0.07602500785527427,0.9094769853604877,0.08127033778124385,0.002614558247199329,0.996858859446534,0.25882387161254883
robust_tuned,25,4.0,2,1,1000 1001,100 101 102,100,2103,0.18074868058151755,0.785695187010566,0.08687485944842606,0.002614558247199329,0.996858859446534,0.25882387161254883
robust_tuned,25,4.0,2,1,1000 1001,100 101 102,200,1803,0.17369314511504824,0.7916736245551427,0.056725224021562326,0.002614558247199329,0.996858859446534,0.25882387161254883
robust_tuned,25,4.0,2,2,2000 2001,100 101 102,1,2400,0.00329320116300162,0.9960446782020517,0.022327085049977245,0.0033407096798454077,0.9959858898245774,0.29543590545654297
robust_tuned,25,4.0,2,2,2000 2001,100 101 102,10,2373,0.01832054957295789,0.9780226242506314,0.07210869013689734,0.0033407096798454077,0.9959858898245774,0.29543590545654297
robust_tuned,25,4.0,2,2,2000 2001,100 101 102,50,2253,0.08808723879747006,0.8951655844592517,0.07381590174171966,0.0033407096798454077,0.9959858898245774,0.29543590545654297
robust_tuned,25,4.0,2,2,2000 2001,100 101 102,100,2103,0.18938289932085775,0.7757346713546196,0.08538368612686024,0.0033407096798454077,0.9959858898245774,0.29543590545654297
robust_tuned,25,4.0,2,2,2000 2001,100 101 102,200,1803,0.17673093211826393,0.7883339040431954,0.06595588078707876,0.0033407096798454077,0.9959858898245774,0.29543590545654297
robust_tuned,25,4.0,3,0,0 1 2,100 101 102,1,2400,0.003097200897850069,0.9963012511307336,0.0206671302353383,0.002965793580607815,0.9964650298400753,0.4235267639160156
robust_tuned,25,4.0,3,0,0 1 2,100 101 102,10,2373,0.01755998919335145,0.9790544716140164,0.0684198967128639,0.002965793580607815,0.9964650298400753,0.4235267639160156
robust_tuned,25,4.0,3,0,0 1 2,100 101 102,50,2253,0.08451447318636658,0.9000189253952833,0.0901703079291086,0.002965793580607815,0.9964650298400753,0.4235267639160156
robust_tuned,25,4.0,3,0,0 1 2,100 101 102,100,2103,0.18662668876613447,0.7804831041838487,0.07393480971210498,0.002965793580607815,0.9964650298400753,0.4235267639160156
robust_tuned,25,4.0,3,0,0 1 2,100 101 102,200,1803,0.18796382643485623,0.7767126442676734,0.04522468040937504,0.002965793580607815,0.9964650298400753,0.4235267639160156
robust_tuned,25,4.0,3,1,1000 1001 1002,100 101 102,1,2400,0.0020056710401675643,0.9975927972048881,0.0226680471973322,0.0019399850496224953,0.9976632911069808,0.45419883728027344
robust_tuned,25,4.0,3,1,1000 1001 1002,100 101 102,10,2373,0.012803014304220584,0.9846485688740205,0.0744680742501007,0.0019399850496224953,0.9976632911069808,0.45419883728027344
