n_clusters,omega,horizon,n_runs,relative_association_error_mean,relative_association_error_std,association_r2_mean,association_r2_std,simplex_violation_mean,simplex_violation_max,train_closure_error_mean,fit_seconds_mean
12,8.0,10,3,1.1339357560867822e-05,6.331902543205016e-06,0.9473681358781059,0.018331559052635085,4.9012364992436636e-06,1.4703709494178277e-05,0.0002541118564926792,0.5529131094614664
12,8.0,50,3,0.00012457935586091182,6.411205993844165e-05,0.3142483153383789,0.18519215608205214,0.000547078616308914,0.001483234719800091,0.0002541118564926792,0.5529131094614664
12,8.0,100,3,0.00018340164256708212,8.288881657374293e-05,-0.3793182603260286,0.3523860873964539,0.0005211134402180342,0.0014754853820495536,0.0002541118564926792,0.5529131094614664
12,8.0,200,3,0.00033226642658431264,0.0002101502834678653,-2.8049223441896367,1.7878817420620303,0.0002611309994548318,0.0006455841802281393,0.0002541118564926792,0.5529131094614664
12,10.0,1,3,1.9108835811155006e-07,1.1816457759018521e-07,0.9994057646030442,0.00024584276772885377,1.6626338959118884e-07,4.987901678853881e-07,0.00040100131489527604,0.5508802731831869
12,10.0,10,3,1.621027327705634e-05,9.746803309558453e-06,0.9462816936432182,0.020311953562212652,4.381320865146712e-05,8.920659871298345e-05,0.00040100131489527604,0.5508802731831869
12,10.0,50,3,0.0001656802895304174,9.116073253545867e-05,0.35857077809827603,0.20691949588369202,0.0005861675888638617,0.0014772368185946468,0.00040100131489527604,0.5508802731831869
12,10.0,100,3,0.00024082157069121242,0.00012252122325789088,-0.25302243807356606,0.40845266641143085,0.00047733938458578695,0.0013642100086566267,0.00040100131489527604,0.5508802731831869
12,10.0,200,3,0.00045088717013256024,0.00030480358091602544,-2.6484003649486683,1.90419065908981,0.00024954475117202,0.0006653479780481491,0.00040100131489527604,0.5508802731831869
12,12.0,1,3,2.644431558135502e-07,1.527389078159475e-07,0.9993434758411002,0.00023985090361717547,2.2397690641881266e-07,4.773069171265832e-07,0.0005958171845426536,0.550395647684733
12,12.0,10,3,2.1595409175024178e-05,1.2394271744496571e-05,0.9430510169585619,0.01965898056296884,3.7518854053906456e-05,7.280202960734865e-05,0.0005958171845426536,0.550395647684733
